Player,PlayerID,URLs,Pos,Age,Tm,G,GS,MP,MP/G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,OWS,DWS,WS,WS/48,atTwitter,twitter
Jarell Martin,\martija01,http://www.basketball-reference.com/players/m/martija01.html,PF,22,MEM,40,3,538,13.5,1.4,3.6,0.378,0.2,0.6,0.36,1.1,3,0.381,0.409,1,1.2,0.792,0.9,2.9,3.9,0.2,0.4,0.2,0.7,2.3,3.9,7.8,-0.3,0.8,0.5,0.046,@MartinJarell,MartinJarell
Wesley Matthews,\matthwe02,http://www.basketball-reference.com/players/m/matthwe02.html,SG,30,DAL,71,71,2460,34.6,4.6,11.7,0.393,2.4,6.6,0.367,2.2,5.1,0.427,0.497,2.1,2.5,0.816,0.3,3.3,3.6,2.9,1.1,0.2,1.4,2.3,13.7,11.9,1,2.2,3.2,0.062,@WessyWes23,WessyWes23
Luc Mbah a Moute,\mbahalu01,http://www.basketball-reference.com/players/m/mbahalu01.html,PF,30,LAC,77,73,1695,22,2.3,4.6,0.493,0.5,1.4,0.381,1.8,3.2,0.54,0.549,0.7,1,0.705,0.6,1.6,2.2,0.5,1,0.4,0.6,1.5,5.8,9.9,1,1.7,2.7,0.077,@mbahamoute,mbahamoute
James Michael McAdoo,\mcadoja01,http://www.basketball-reference.com/players/m/mcadoja01.html,PF,24,GSW,49,1,418,8.5,1.2,2.2,0.538,0,0.1,0,1.2,2.1,0.559,0.538,0.4,0.8,0.475,0.6,1.1,1.7,0.3,0.3,0.6,0.4,0.9,2.7,12.5,0.2,0.7,0.9,0.107,@jamesmcadoo,jamesmcadoo
Patrick McCaw,\mccawpa01,http://www.basketball-reference.com/players/m/mccawpa01.html,SG,21,GSW,68,19,998,14.7,1.4,3.2,0.441,0.6,1.6,0.348,0.9,1.6,0.537,0.53,0.4,0.5,0.758,0.3,1.1,1.4,1.1,0.4,0.2,0.5,0.9,3.8,8.8,0.6,1.1,1.7,0.082,@PMcCaw0 ,PMcCaw0 
Sheldon McClellan,\mcclesh01,http://www.basketball-reference.com/players/m/mcclesh01.html,SG,24,WAS,29,3,252,8.7,0.8,2.2,0.375,0.2,0.9,0.231,0.6,1.3,0.474,0.422,0.6,0.7,0.857,0.1,0.9,1,0.5,0.3,0.1,0.1,0.6,2.5,9.6,0.2,0.2,0.4,0.073,NA,NA
C.J. McCollum,\mccolcj01,http://www.basketball-reference.com/players/m/mccolcj01.html,SG,25,POR,78,78,2725,34.9,8.7,18,0.485,2.3,5.5,0.421,6.4,12.4,0.513,0.55,3.4,3.8,0.912,0.7,2.9,3.7,3.5,0.9,0.5,2.2,2.6,23.2,20.2,6.4,1.2,7.6,0.134,@CJMcCollum,CJMcCollum
T.J. McConnell,\mccontj01,http://www.basketball-reference.com/players/m/mccontj01.html,PG,24,PHI,77,47,2010,26.1,2.9,6.2,0.463,0.1,0.7,0.216,2.7,5.6,0.493,0.475,0.9,1.1,0.815,0.5,2.6,3.1,6.5,1.6,0.1,1.9,1.7,6.8,13.7,1.5,2.2,3.7,0.088,@TJMcConnell,TJMcConnell
Chris McCullough,\mcculch01,http://www.basketball-reference.com/players/m/mcculch01.html,PF,21,TOT,15,0,74,4.9,1.1,2.1,0.516,0.1,0.4,0.167,1,1.7,0.6,0.532,0.2,0.3,0.6,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.5,2.4,16.7,0.1,0,0.2,0.099,@briskuno,briskuno
Chris McCullough,\mcculch01,http://www.basketball-reference.com/players/m/mcculch01.html,PF,21,BRK,14,0,72,5.1,1.1,2.2,0.516,0.1,0.4,0.167,1.1,1.8,0.6,0.532,0.1,0.2,0.667,0.6,0.6,1.2,0.1,0.1,0.1,0.1,0.5,2.5,16.8,0.1,0,0.1,0.099,@briskuno,briskuno
Chris McCullough,\mcculch01,http://www.basketball-reference.com/players/m/mcculch01.html,PF,21,WAS,1,0,2,2,0,0,NA,0,0,NA,0,0,NA,NA,1,2,0.5,0,0,0,0,0,0,0,0,1,12.2,0,0,0,0.116,@briskuno,briskuno
K.J. McDaniels,\mcdankj01,http://www.basketball-reference.com/players/m/mcdankj01.html,SF,23,TOT,46,0,450,9.8,1.5,3.2,0.473,0.4,1.3,0.328,1.1,2,0.567,0.537,0.5,0.7,0.833,0.3,1.2,1.5,0.3,0.4,0.3,0.5,1.1,4,11.9,0.2,0.5,0.6,0.067,@KJMcDaniels,KJMcDaniels
K.J. McDaniels,\mcdankj01,http://www.basketball-reference.com/players/m/mcdankj01.html,SF,23,HOU,29,0,212,7.3,1.1,2.3,0.456,0.3,0.9,0.333,0.8,1.4,0.537,0.522,0.3,0.3,0.9,0.2,0.8,1,0.1,0.2,0.3,0.3,0.8,2.8,10.2,0,0.2,0.3,0.061,@KJMcDaniels,KJMcDaniels
K.J. McDaniels,\mcdankj01,http://www.basketball-reference.com/players/m/mcdankj01.html,SF,23,BRK,17,0,238,14,2.3,4.7,0.488,0.6,1.8,0.323,1.7,2.9,0.592,0.55,0.9,1.2,0.8,0.5,1.8,2.3,0.5,0.6,0.4,0.8,1.5,6.1,13.3,0.1,0.2,0.4,0.072,@KJMcDaniels,KJMcDaniels
Doug McDermott,\mcderdo01,http://www.basketball-reference.com/players/m/mcderdo01.html,SF,25,TOT,65,4,1468,22.6,3.4,7.5,0.447,1.2,3.1,0.373,2.2,4.4,0.498,0.524,1.1,1.3,0.854,0.3,2.4,2.7,0.9,0.2,0.1,0.6,1.2,8.9,10.8,1.6,0.8,2.4,0.079,@dougmcdermott,dougmcdermott
Doug McDermott,\mcderdo01,http://www.basketball-reference.com/players/m/mcderdo01.html,SF,25,CHI,44,4,1078,24.5,3.8,8.5,0.445,1.3,3.4,0.376,2.5,5.1,0.491,0.52,1.3,1.5,0.881,0.3,2.6,3,1,0.3,0.1,0.7,1.3,10.2,11.3,1.1,0.6,1.8,0.078,@dougmcdermott,dougmcdermott
Doug McDermott,\mcderdo01,http://www.basketball-reference.com/players/m/mcderdo01.html,SF,25,OKC,21,0,390,18.6,2.5,5.5,0.452,0.9,2.5,0.365,1.6,3,0.524,0.535,0.5,0.7,0.733,0.2,1.9,2.1,0.6,0.1,0,0.3,1,6.4,9.4,0.4,0.2,0.7,0.081,@dougmcdermott,dougmcdermott
JaVale McGee,\mcgeeja01,http://www.basketball-reference.com/players/m/mcgeeja01.html,C,29,GSW,74,10,690,9.3,2.6,4,0.64,0,0.1,0,2.6,4,0.648,0.64,0.7,1.4,0.514,1.2,1.8,3.1,0.2,0.2,0.9,0.5,1.4,5.9,24.6,1.7,1.4,3.1,0.218,@JaValeMcGee34,JaValeMcGee34
Rodney McGruder,\mcgruro01,http://www.basketball-reference.com/players/m/mcgruro01.html,SG,25,MIA,74,61,1877,25.4,2.5,5.9,0.414,1,2.9,0.333,1.5,3.1,0.489,0.494,0.6,0.9,0.632,1.2,2.1,3.3,1.6,0.6,0.2,0.6,1.8,6.5,9.3,1.4,1.6,3,0.077,NA,NA
Ben McLemore,\mclembe01,http://www.basketball-reference.com/players/m/mclembe01.html,SG,23,SAC,57,26,1068,18.7,2.8,6.6,0.429,1,2.7,0.383,1.8,3.9,0.46,0.507,1,1.3,0.76,0.3,1.6,1.9,0.8,0.5,0.1,1,1.7,7.7,9.4,-0.2,0.4,0.2,0.008,@BenMcLemore,BenMcLemore
Jordan McRae,\mcraejo01,http://www.basketball-reference.com/players/m/mcraejo01.html,SG,25,CLE,37,4,384,10.4,1.6,4.1,0.387,0.5,1.4,0.353,1.1,2.7,0.404,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,9.7,0,0.2,0.2,0.021,@JordyMac52,JordyMac52
Josh McRoberts,\mcrobjo01,http://www.basketball-reference.com/players/m/mcrobjo01.html,PF,29,MIA,22,14,381,17.3,2,5.4,0.373,0.6,1.4,0.419,1.4,4,0.356,0.428,0.3,0.4,0.667,1,2.3,3.4,2.3,0.5,0.2,1,1.4,4.9,9.8,-0.1,0.4,0.3,0.035,NA,NA
Jodie Meeks,\meeksjo01,http://www.basketball-reference.com/players/m/meeksjo01.html,SG,29,ORL,32,9,661,20.7,2.8,7,0.404,1.5,3.7,0.402,1.4,3.4,0.407,0.509,1.8,2,0.892,0.2,2.1,2.3,1.3,1.1,0.1,0.9,1.1,9,13.6,0.6,0.6,1.2,0.084,@Jmeeks20,Jmeeks20
Salah Mejri,\mejrisa01,http://www.basketball-reference.com/players/m/mejrisa01.html,C,30,DAL,69,11,868,12.6,1.2,1.8,0.64,0,0,0,1.2,1.8,0.65,0.64,0.5,0.8,0.596,1.3,3,4.4,0.2,0.5,0.9,0.6,2.1,2.8,14.7,1.1,1.7,2.8,0.158,@50Mejri,50Mejri
Jordan Mickey,\mickejo01,http://www.basketball-reference.com/players/m/mickejo01.html,PF,22,BOS,24,1,141,5.9,0.6,1.4,0.441,0,0,0,0.6,1.4,0.455,0.441,0.3,0.6,0.571,0.5,0.9,1.4,0.3,0.1,0.3,0.4,0.5,1.6,9.9,-0.1,0.2,0.1,0.036,@Jmickey_02,Jmickey_02
Khris Middleton,\middlkh01,http://www.basketball-reference.com/players/m/middlkh01.html,SG,25,MIL,26,20,787,30.3,5.3,11.7,0.455,1.5,3.7,0.417,3.8,8,0.473,0.521,3,3.4,0.875,0.3,3.7,4.1,3.3,1.4,0.3,2.2,2.7,15.1,15.8,0.8,0.8,1.5,0.093,@Khris22m,Khris22m
C.J. Miles,\milescj01,http://www.basketball-reference.com/players/m/milescj01.html,SF,29,IND,72,29,1691,23.5,3.7,8.5,0.436,2.2,5.4,0.416,1.5,3.2,0.469,0.567,1.2,1.3,0.902,0.4,2.6,3,0.7,0.6,0.3,0.5,2.1,10.8,13.8,2.6,1.3,3.9,0.11,@masfresco,masfresco
Mike Miller,\millemi01,http://www.basketball-reference.com/players/m/millemi01.html,SF,36,DEN,17,0,91,5.4,0.4,0.9,0.4,0.4,0.8,0.462,0,0.1,0,0.6,0.1,0.1,1,0.1,1.2,1.4,0.7,0.1,0,0.5,0.4,1.2,7.6,0,0,0,0.013,@MikeMiller_13,MikeMiller_13
Patty Mills,\millspa02,http://www.basketball-reference.com/players/m/millspa02.html,PG,28,SAS,76,7,1678,22.1,3.5,7.9,0.444,1.9,4.5,0.414,1.6,3.3,0.484,0.563,0.9,1.1,0.825,0.3,1.5,1.8,3.5,0.8,0,1.2,1.4,9.8,15.7,3,2.2,5.1,0.147,@Patty_Mills,Patty_Mills
Paul Millsap,\millspa01,http://www.basketball-reference.com/players/m/millspa01.html,PF,31,ATL,66,65,2255,34.2,6.2,14.2,0.44,1.1,3.5,0.312,5.1,10.6,0.483,0.479,4.4,5.8,0.762,1.6,6.1,7.7,3.7,1.3,0.9,2.2,2.7,18,17.8,2.5,3.6,6.1,0.131,@Paulmillsap4,Paulmillsap4
Nikola Mirotic,\mirotni01,http://www.basketball-reference.com/players/m/mirotni01.html,PF,25,CHI,66,11,1577,23.9,3.6,8.8,0.414,1.8,5.3,0.337,1.8,3.5,0.53,0.516,1.4,1.8,0.779,0.8,4.5,5.4,1,0.7,0.8,1.1,1.8,10.5,14.2,1.1,2.1,3.2,0.099,@threekola,threekola
Greg Monroe,\monrogr01,http://www.basketball-reference.com/players/m/monrogr01.html,C,26,MIL,77,0,1740,22.6,4.8,8.9,0.533,0,0,0,4.8,8.9,0.535,0.533,2.2,3,0.746,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,21.2,3,2.4,5.4,0.149,@M10OSE,M10OSE
E'Twaun Moore,\mooreet01,http://www.basketball-reference.com/players/m/mooreet01.html,SG,27,NOP,71,21,1788,25.2,3.9,8.6,0.456,1.1,2.9,0.369,2.9,5.7,0.5,0.518,0.8,1,0.778,0.5,1.6,2.1,2.3,0.7,0.5,0.8,1.8,9.7,12.1,1.2,1.5,2.7,0.072,@ETwaun55,ETwaun55
Marcus Morris,\morrima03,http://www.basketball-reference.com/players/m/morrima03.html,SF,27,DET,77,77,2523,32.8,5.4,12.8,0.419,1.5,4.6,0.334,3.8,8.2,0.467,0.479,1.9,2.4,0.784,1,3.7,4.7,2.1,0.7,0.3,1.1,2.1,14.2,12.6,1.5,2.4,3.9,0.075,@MookMorris2,MookMorris2
Markieff Morris,\morrima02,http://www.basketball-reference.com/players/m/morrima02.html,PF,27,WAS,74,74,2317,31.3,5.2,11.6,0.451,0.9,2.5,0.351,4.4,9.1,0.479,0.49,2.4,2.9,0.837,1.4,5.1,6.5,1.7,1.1,0.6,1.6,3.4,13.8,13.5,1.5,2.5,4,0.082,@Keefmorris,Keefmorris
Anthony Morrow,\morroan01,http://www.basketball-reference.com/players/m/morroan01.html,SG,31,TOT,45,7,676,15,2.1,5.3,0.395,0.9,2.8,0.31,1.2,2.5,0.491,0.477,0.8,0.8,0.919,0.2,0.4,0.6,0.4,0.5,0,0.2,0.9,5.8,10.1,0.7,0.5,1.2,0.084,@MrAnthonyMorrow,MrAnthonyMorrow
Anthony Morrow,\morroan01,http://www.basketball-reference.com/players/m/morroan01.html,SG,31,OKC,40,7,627,15.7,2.2,5.6,0.387,0.9,3,0.294,1.3,2.6,0.495,0.466,0.6,0.7,0.885,0.3,0.5,0.7,0.5,0.5,0.1,0.2,1,5.8,9.1,0.4,0.4,0.9,0.066,@MrAnthonyMorrow,MrAnthonyMorrow
Anthony Morrow,\morroan01,http://www.basketball-reference.com/players/m/morroan01.html,SG,31,CHI,5,0,49,9.8,1.6,3.2,0.5,0.8,1.4,0.571,0.8,1.8,0.444,0.625,2.2,2.2,1,0,0,0,0.2,0.4,0,0,0.4,6.2,23.4,0.3,0,0.3,0.303,@MrAnthonyMorrow,MrAnthonyMorrow
Donatas Motiejunas,\motiedo01,http://www.basketball-reference.com/players/m/motiedo01.html,PF,26,NOP,30,0,403,13.4,1.6,3.6,0.44,0.3,1.3,0.263,1.3,2.4,0.535,0.486,0.6,1.3,0.462,0.8,2.3,3.1,0.9,0.4,0.3,1,1.7,4.1,9.1,-0.3,0.5,0.2,0.023,@DonatasMot,DonatasMot
Timofey Mozgov,\mozgoti01,http://www.basketball-reference.com/players/m/mozgoti01.html,C,30,LAL,54,52,1104,20.4,3.1,6.1,0.515,0,0,0,3.1,6.1,0.517,0.515,1.2,1.4,0.808,1.9,3,4.9,0.8,0.3,0.6,1.3,2.5,7.4,12.3,0.7,0.4,1.1,0.046,NA,NA
Emmanuel Mudiay,\mudiaem01,http://www.basketball-reference.com/players/m/mudiaem01.html,PG,20,DEN,53,41,1363,25.7,3.7,10.1,0.369,1,3.3,0.312,2.7,6.8,0.397,0.42,2.5,3.1,0.788,0.5,2.7,3.3,4,0.7,0.2,2.2,1.7,10.9,10.6,-0.5,0.4,0,-0.001,@emmanuelmudiay,emmanuelmudiay
Shabazz Muhammad,\muhamsh01,http://www.basketball-reference.com/players/m/muhamsh01.html,SF,24,MIN,73,1,1429,19.6,3.6,7.5,0.48,0.6,1.8,0.356,3,5.7,0.519,0.523,1.9,2.4,0.777,1.1,1.8,2.9,0.5,0.3,0.1,0.7,1.1,9.7,14.8,2.4,0.2,2.7,0.09,@ShabazzMuhammad,ShabazzMuhammad
Dejounte Murray,\murrade01,http://www.basketball-reference.com/players/m/murrade01.html,PG,20,SAS,37,8,316,8.5,1.3,3.1,0.426,0.2,0.6,0.391,1.1,2.5,0.435,0.465,0.6,0.8,0.7,0.2,1,1.1,1.3,0.2,0.2,1,0.8,3.5,9.6,-0.4,0.5,0,0.001,@DejounteMurray,DejounteMurray
Jamal Murray,\murraja01,http://www.basketball-reference.com/players/m/murraja01.html,SG,19,DEN,78,6,1617,20.7,3.4,8.7,0.397,1.4,4.1,0.332,2.1,4.5,0.456,0.476,1.2,1.4,0.872,0.5,2.1,2.6,1.8,0.7,0.3,1.3,1.5,9.5,11.5,0.3,0.6,0.9,0.027,@BeMore27,BeMore27
Mike Muscala,\muscami01,http://www.basketball-reference.com/players/m/muscami01.html,C,25,ATL,65,3,1132,17.4,2.3,4.7,0.493,0.6,1.5,0.41,1.7,3.2,0.534,0.56,0.7,1,0.758,1.1,2.3,3.4,1.2,0.4,0.6,0.8,1.4,6,13.9,1.4,1.5,2.9,0.122,@mikemuscala,mikemuscala
Larry Nance Jr.,\nancela02,http://www.basketball-reference.com/players/n/nancela02.html,PF,24,LAL,59,3,1319,22.4,3,5.6,0.532,0.1,0.5,0.276,2.8,5.1,0.557,0.544,0.9,1.3,0.73,1.8,3.8,5.6,1.4,1.3,0.6,0.9,2.4,7,15.5,1.8,1.3,3.1,0.112,@Larrydn22,Larrydn22
Shabazz Napier,\napiesh01,http://www.basketball-reference.com/players/n/napiesh01.html,PG,25,POR,50,0,448,9,1.1,2.9,0.372,0.5,1.6,0.342,0.5,1.3,0.409,0.466,0.5,0.7,0.743,0.1,0.9,1,1.2,0.6,0,0.7,0.6,3.2,11.9,-0.1,0.4,0.4,0.04,@ShabazzNapier,ShabazzNapier
Maurice Ndour,\ndourma01,http://www.basketball-reference.com/players/n/ndourma01.html,PF,24,NYK,28,1,231,8.3,1,2.2,0.443,0,0.3,0.143,0.9,1.9,0.481,0.451,0.5,0.6,0.778,0.5,1.2,1.8,0.2,0.5,0.1,0.3,0.9,2.5,11,0.1,0.2,0.3,0.061,@TooHotFiDem,TooHotFiDem
Gary Neal,\nealga01,http://www.basketball-reference.com/players/n/nealga01.html,SG,32,ATL,2,0,18,9,0,3.5,0,0,1,0,0,2.5,0,0,2,2,1,0,0.5,0.5,0.5,0,0,0,0.5,2,-4.2,-0.1,0,-0.1,-0.189,NA,NA
Jameer Nelson,\nelsoja01,http://www.basketball-reference.com/players/n/nelsoja01.html,PG,34,DEN,75,39,2045,27.3,3.6,8.1,0.444,1.4,3.6,0.388,2.2,4.4,0.489,0.531,0.6,0.8,0.714,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,9.2,11.5,2.3,0.4,2.7,0.063,@jameernelson,jameernelson
Raul Neto,\netora01,http://www.basketball-reference.com/players/n/netora01.html,PG,24,UTA,39,0,333,8.5,1.1,2.3,0.461,0.3,0.8,0.333,0.8,1.5,0.525,0.517,0.2,0.2,0.889,0.1,0.6,0.7,0.8,0.5,0.1,0.4,1.2,2.6,11.1,0.2,0.6,0.8,0.11,@RaulTogni,RaulTogni
Georges Niang,\niangge01,http://www.basketball-reference.com/players/n/niangge01.html,PF,23,IND,23,0,93,4,0.4,1.6,0.25,0,0.5,0.083,0.3,1,0.333,0.264,0.1,0.1,1,0.1,0.7,0.7,0.2,0.1,0,0.2,0.3,0.9,0.1,-0.4,0.1,-0.3,-0.17,@GeorgesNiang20,GeorgesNiang20
Andrew Nicholson,\nichoan01,http://www.basketball-reference.com/players/n/nichoan01.html,PF,27,TOT,36,0,311,8.6,1.2,2.9,0.408,0.1,0.7,0.208,1,2.2,0.468,0.432,0.3,0.4,0.643,0.4,1.1,1.5,0.3,0.4,0.2,0.4,1.4,2.7,7.2,-0.3,0.3,0,0.004,@nicholaf44,nicholaf44
Andrew Nicholson,\nichoan01,http://www.basketball-reference.com/players/n/nichoan01.html,PF,27,WAS,28,0,231,8.3,1.1,2.8,0.39,0.1,0.6,0.188,1,2.2,0.443,0.409,0.3,0.4,0.583,0.4,0.8,1.2,0.3,0.4,0.2,0.4,1.3,2.5,6.3,-0.3,0.3,-0.1,-0.014,@nicholaf44,nicholaf44
Andrew Nicholson,\nichoan01,http://www.basketball-reference.com/players/n/nichoan01.html,PF,27,BRK,8,0,80,10,1.5,3.3,0.462,0.3,1,0.25,1.3,2.3,0.556,0.5,0.3,0.3,1,0.4,2.3,2.6,0.4,0.4,0,0.4,1.6,3.5,9.9,0,0.1,0.1,0.054,@nicholaf44,nicholaf44
Joakim Noah,\noahjo01,http://www.basketball-reference.com/players/n/noahjo01.html,C,31,NYK,46,46,1015,22.1,2.2,4.3,0.495,0,0,0,2.2,4.3,0.497,0.495,0.7,1.7,0.436,3.5,5.2,8.7,2.2,0.7,0.8,1.3,2.8,5,15.2,1.1,1.2,2.3,0.109,@JoakimNoah,JoakimNoah
Nerlens Noel,\noelne01,http://www.basketball-reference.com/players/n/noelne01.html,C,22,TOT,47,15,983,20.9,3.6,6.1,0.596,0,0,0,3.6,6.1,0.598,0.596,1.6,2.3,0.692,1.9,3.9,5.8,1,1.3,1,1,2.6,8.9,20.3,1.9,1.8,3.7,0.183,@NerlensNoel3,NerlensNoel3
Nerlens Noel,\noelne01,http://www.basketball-reference.com/players/n/noelne01.html,C,22,PHI,29,7,564,19.4,3.7,6,0.611,0,0,0,3.7,6,0.615,0.611,1.5,2.2,0.683,1.6,3.4,5,1,1.5,0.9,1,2.4,8.9,20.8,1.1,1,2.2,0.184,@NerlensNoel3,NerlensNoel3
Nerlens Noel,\noelne01,http://www.basketball-reference.com/players/n/noelne01.html,C,22,DAL,18,8,419,23.3,3.6,6.2,0.571,0,0,NA,3.6,6.2,0.571,0.571,1.7,2.4,0.705,2.3,4.8,7.1,1,1.1,1.3,1.1,2.9,8.8,19.6,0.8,0.8,1.6,0.182,@NerlensNoel3,NerlensNoel3
Lucas Nogueira,\noguelu01,http://www.basketball-reference.com/players/n/noguelu01.html,C,24,TOR,56,6,1076,19.2,1.8,2.7,0.673,0.1,0.2,0.3,1.8,2.6,0.699,0.683,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.5,15.6,1.7,1.9,3.7,0.163,@Bebe92,Bebe92
Steve Novak,\novakst01,http://www.basketball-reference.com/players/n/novakst01.html,PF,33,MIL,8,0,22,2.8,0.3,0.9,0.286,0.1,0.8,0.167,0.1,0.1,1,0.357,0,0,NA,0,0.4,0.4,0,0,0,0,0.1,0.6,1.3,0,0,0,-0.076,@stevenovak16,stevenovak16
Dirk Nowitzki,\nowitdi01,http://www.basketball-reference.com/players/n/nowitdi01.html,PF,38,DAL,51,51,1361,26.7,5.5,12.5,0.436,1.5,3.9,0.383,4,8.6,0.46,0.496,1.8,2.1,0.87,0.4,6.2,6.6,1.5,0.6,0.6,0.9,2.1,14.3,16.9,0.6,1.8,2.5,0.087,@swish41,swish41
Jusuf Nurkic,\nurkiju01,http://www.basketball-reference.com/players/n/nurkiju01.html,C,22,TOT,65,48,1391,21.4,4.2,8.2,0.507,0,0,0,4.2,8.2,0.508,0.507,1.8,3.2,0.571,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2,17.5,0.2,1.7,1.9,0.065,@bosnianbeast27,bosnianbeast27
Jusuf Nurkic,\nurkiju01,http://www.basketball-reference.com/players/n/nurkiju01.html,C,22,DEN,45,29,807,17.9,3.4,6.6,0.507,0,0,NA,3.4,6.6,0.507,0.507,1.2,2.5,0.496,2,3.8,5.8,1.3,0.6,0.8,1.8,2,8,14.8,-0.3,0.7,0.5,0.028,@bosnianbeast27,bosnianbeast27
Jusuf Nurkic,\nurkiju01,http://www.basketball-reference.com/players/n/nurkiju01.html,C,22,POR,20,19,584,29.2,6,11.8,0.508,0,0.1,0,6,11.8,0.511,0.508,3.2,4.9,0.66,3.3,7.1,10.4,3.2,1.3,1.9,3.1,3.7,15.2,21.1,0.5,0.9,1.4,0.115,@bosnianbeast27,bosnianbeast27
David Nwaba,\nwabada01,http://www.basketball-reference.com/players/n/nwabada01.html,SG,24,LAL,18,2,344,19.1,2.2,3.8,0.565,0.1,0.3,0.2,2.1,3.6,0.594,0.572,1.2,1.9,0.629,0.8,2.3,3.2,0.6,0.6,0.4,0.4,1.7,5.6,12,0.5,0.2,0.6,0.089,@dnwaba0,dnwaba0
Johnny O'Bryant,\obryajo01,http://www.basketball-reference.com/players/o/obryajo01.html,PF,23,TOT,11,0,80,7.3,1.4,2.7,0.5,0.3,0.5,0.5,1.1,2.2,0.5,0.55,0.5,0.5,0.833,0.8,0.9,1.7,0.5,0,0.1,0.5,0.9,3.5,14.9,0.1,0,0.1,0.087,NA,NA
Johnny O'Bryant,\obryajo01,http://www.basketball-reference.com/players/o/obryajo01.html,PF,23,DEN,7,0,46,6.6,1,2.1,0.467,0.3,0.4,0.667,0.7,1.7,0.417,0.533,0.6,0.6,1,0.7,0.9,1.6,0.3,0,0.1,0.4,0.6,2.9,14.5,0.1,0,0.1,0.093,NA,NA
Johnny O'Bryant,\obryajo01,http://www.basketball-reference.com/players/o/obryajo01.html,PF,23,CHO,4,0,34,8.5,2,3.8,0.533,0.3,0.8,0.333,1.8,3,0.583,0.567,0.3,0.5,0.5,1,1,2,1,0,0,0.8,1.5,4.5,15.4,0,0,0.1,0.08,NA,NA
Kyle O'Quinn,\oquinky01,http://www.basketball-reference.com/players/o/oquinky01.html,PF,26,NYK,75,8,1161,15.5,2.7,5.2,0.523,0,0.2,0.067,2.7,5,0.541,0.524,0.8,1,0.776,2,3.6,5.6,1.5,0.5,1.3,1,2.2,6.2,20.7,1.9,1.8,3.7,0.153,@Kyle_OQuinn,Kyle_OQuinn
Daniel Ochefu,\ochefda01,http://www.basketball-reference.com/players/o/ochefda01.html,C,23,WAS,18,0,58,3.2,0.4,1.2,0.381,0,0,NA,0.4,1.2,0.381,0.381,0,0.1,0,0.2,0.9,1.1,0.1,0.1,0,0.2,0.9,0.9,1.5,-0.2,0.1,-0.1,-0.069,@DanielOchefu32,DanielOchefu32
Jahlil Okafor,\okafoja01,http://www.basketball-reference.com/players/o/okafoja01.html,C,21,PHI,50,33,1134,22.7,4.8,9.4,0.514,0,0,NA,4.8,9.4,0.514,0.514,2.1,3.2,0.671,1.6,3.2,4.8,1.2,0.4,1,1.8,2.4,11.8,14.8,0.1,1.1,1.2,0.051,@JahlilOkafor,JahlilOkafor
Victor Oladipo,\oladivi01,http://www.basketball-reference.com/players/o/oladivi01.html,SG,24,OKC,63,63,2104,33.4,6.3,14,0.446,2,5.3,0.371,4.3,8.7,0.492,0.516,1.7,2.3,0.768,0.6,3.7,4.3,2.6,1.2,0.3,1.7,2.3,16.2,14,2,2.2,4.2,0.095,@VicOladipo,VicOladipo
Kelly Olynyk,\olynyke01,http://www.basketball-reference.com/players/o/olynyke01.html,C,25,BOS,71,5,1448,20.4,3.5,6.6,0.519,0.9,2.5,0.363,2.5,4.1,0.614,0.588,1.2,1.6,0.724,1,3.7,4.7,1.9,0.6,0.4,1.3,2.7,9,15.4,2.1,1.8,3.9,0.128,@KellyOlynyk,KellyOlynyk
Arinze Onuaku,\onuakar01,http://www.basketball-reference.com/players/o/onuakar01.html,C,29,ORL,8,0,28,3.5,0.3,0.5,0.5,0,0,NA,0.3,0.5,0.5,0.5,0,0,NA,0.3,0.5,0.8,0.3,0,0.1,0.3,0.4,0.5,5.8,0,0,0,-0.003,@youngflashy21,youngflashy21
Chinanu Onuaku,\onuakch01,http://www.basketball-reference.com/players/o/onuakch01.html,C,20,HOU,2,0,10,5,1,1,1,0,0,NA,1,1,1,1,1,1,1,0.5,1,1.5,0.5,0.5,0,0,0.5,3,37.1,0.1,0,0.1,0.521,NA,NA
Kelly Oubre,\oubreke01,http://www.basketball-reference.com/players/o/oubreke01.html,SF,21,WAS,75,2,1479,19.7,2.3,5.4,0.422,0.7,2.4,0.291,1.6,3,0.527,0.486,0.9,1.2,0.759,0.7,2.5,3.2,0.6,0.7,0.2,0.6,2.5,6.1,8.8,0.6,1.3,1.9,0.061,@KELLYOUBREJR,KELLYOUBREJR
Zaza Pachulia,\pachuza01,http://www.basketball-reference.com/players/p/pachuza01.html,C,32,GSW,67,67,1209,18,2.4,4.4,0.532,0,0,0,2.4,4.4,0.534,0.532,1.4,1.8,0.77,2,3.8,5.8,1.9,0.9,0.5,1.2,2.4,6.1,16.1,2.1,2.4,4.5,0.177,@zaza27,zaza27
